projectRcn;projectID;projectAcronym;role;id;name;shortName;activityType;endOfParticipation;ecContribution;country;street;city;postCode;organizationUrl;vatNumber;contactForm;contactType;contactTitle;contactFirstNames;contactLastNames;contactFunction;contactTelephoneNumber;contactFaxNumber
44894;JOR3980249;FEBIOVAL;participant;;UNIVERSITY OF SURREY;;;;;UK;;GUILDFORD;GU2 7XH;;;;;;;;;;
44894;JOR3980249;FEBIOVAL;coordinator;;CENTRO DE INVESTIGACIONES ENERGETICAS, MEDIAMBIENTALES Y TECNOLOGICAS;;;;;ES;22,Avenida Complutense 22;MADRID;28040;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;British Hydromechanics Research GroupLtd.;;;;;UK;Cranfield;Cranfield - Bedfordshire;MK43 0AJ;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;IMI Marston Ltd;;;;;UK;Wobaston Road;Wolverhampton;WV10 6QT;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;Hickson and Welch Ltd;;;;;UK;Wheldon Road;Castleford;WF10 2JT;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;COMMISSARIAT A L'ENERGIE ATOMIQUE;;;;;FR;17,Rue des Martyrs 17;GRENOBLE;38054;;;;;;;;;;
43739;JOE3970050;L/L HEX;coordinator;;Nimix Limited;;;;;UK;;Cranfield;MK43 0AJ;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;Dow Corning SA;;;;;BE;Zoning Industriel C;Seneffe;7180;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;Université de Nantes;;;;;FR;Rue Christian-Pauc;Nantes;44306;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;Ziemann-Secathen SA;;;;;FR;Route de Harskirchen;Sarre-Union;67260;;;;;;;;;;
43739;JOE3970050;L/L HEX;participant;;Faudat Concept;;;;;FR;58,Avenue de Wagram;Paris;75017;;;;;;;;;;
48296;WA-96 -SC.040;EMMA;participant;;TECHNICATOME S.A.;;;;;FR;Centre d'Etudes de Saclay;GIF-SUR-YVETTE;;;;;;;;;;;
48296;WA-96 -SC.040;EMMA;participant;;FUNDACIO BOSCH I GIMPERA;;;;;ES;C/BALMES 21,;Barcelona;8007;;;;;;;;;;
48296;WA-96 -SC.040;EMMA;participant;;NEA - TRANSPORTONDERZOEK EN -OPLEIDING;;;;;NL;297,Sir Winston Churchilllaan;Rijswijk;2288 DC;http://www.nea.nl;;;;;;;;;
48296;WA-96 -SC.040;EMMA;coordinator;;NAPIER UNIVERSITY OF EDINBURGH;;;;;UK;Colinton Road, 219;Edinburgh;EH14 1DJ;;;;;;;;;;
48296;WA-96 -SC.040;EMMA;participant;;STENA LINE AB;;;;;SE;Första Langgatan, 26;Göteborg;40519;;;;;;;;;;
37492;BRPR970376;BORATEC;participant;;Kali - Umwelttechnik GmbH Sondershausen;;;;;DE;Am Schacht II;Sonderhausen;99701;;;;;;;;;;
37492;BRPR970376;BORATEC;participant;;UNIVERSITE DE LIEGE;;;;;BE;Boulevard du Rectorat - Sart Tilman B19;LIEGE;4000;;;;;;;;;;
37492;BRPR970376;BORATEC;participant;;Dresdner Grundwasserforschungszentrume.V.;;;;;DE;10,Meraner Straße;Dresden;1217;;;;;;;;;;
37492;BRPR970376;BORATEC;participant;;G-Tec;;;;;BE;37,Place de la Gare;Spa;4900;;;;;;;;;;
37492;BRPR970376;BORATEC;coordinator;;Malaa Geoscience AB;;;;;SE;11,Skolgatan;Malaa;930 70;;;;;;;;;;
37492;BRPR970376;BORATEC;participant;;Salzgewinnungsgesellschaft Westfalen mbH;;;;;DE;9,Gräser Brook;Ahaus;48683;;;;;;;;;;
32560;BRPR960182;MFLAME;participant;;UNIVERSITY OF HAMBURG;;;;;DE;Jungiusstrasse 11;HAMBURG;20355;;;;;;;;;;
32560;BRPR960182;MFLAME;participant;;Quantel SA;;;;;FR;17,Avenue de l'Atlantique 17;Les Ulis;91941;;;;;;;;;;
32560;BRPR960182;MFLAME;coordinator;;Sextant Avionique SA;;;;;FR;5-7,Rue Jules Védrines;Valence;26027;;;;;;;;;;
32560;BRPR960182;MFLAME;participant;;CENTRE EUROPEEN DE RECHERCHE ET DE FORMATION AVANCEE EN CALCUL SCIENTIFIQUE;;;;;FR;42,Avenue Gustave Coriolis 42;TOULOUSE;31057;;;;;;;;;;
32560;BRPR960182;MFLAME;participant;;SOCIÉTÉ FRANÇAISE D'ETUDES ET RÉALISATIONS D'EQUIPEMENTS AÉRONAUTIQUES;;;;;FR;3,Carrefour de Weiden 3;ISSY DES MOULINEAUX;92441;;;;;;;;;;
32560;BRPR960182;MFLAME;participant;;University College Galway;;;;;IE;;Galway;90;;;;;;;;;;
32560;BRPR960182;MFLAME;participant;;GERMAN AEROSPACE CENTRE;;;;;DE;20,Münchnerstraße 20;Wessling;82234;;;;;;;;;;
32560;BRPR960182;MFLAME;participant;;Instituto de Engenharia de Sistemas e Computadores;;;;;PT;110,Rua José Falcao;Porto;4050;;;;;;;;;;
37059;JOE3950008;IT-SOFC TECHNOLOGY;participant;;ENERGY RESEARCH CENTRE OF THE NETHERLANDS;;;;;NL;Westerduinweg 3;PETTEN;1755 ZG;;;;;;;;;;
37059;JOE3950008;IT-SOFC TECHNOLOGY;participant;;GASTEC NV;;;;;NL;50,Wilmersdorf 50;APELDOORN;7300 AC;;;;;;;;;;
37059;JOE3950008;IT-SOFC TECHNOLOGY;participant;;RHODIA CHIMIE SA;;;;;FR;52,Rue de La Haie-Coq 52;AUBERVILLIERS;93308;;;;;;;;;;
37059;JOE3950008;IT-SOFC TECHNOLOGY;participant;;Siemens AG;;;;;DE;;Erlangen;91050;;;;;;;;;;
37059;JOE3950008;IT-SOFC TECHNOLOGY;coordinator;;Ceram Research - British Ceramic Research Ltd.;;;;;UK;Queens Road, Penkhull;Stoke-on-Trent;ST4 7LQ;;;;;;;;;;
37059;JOE3950008;IT-SOFC TECHNOLOGY;participant;;Sulzer Innotec AG;;;;;CH;Hegifeldstrasse 16;WINTERTHUR;8404;;;;;;;;;;
37059;JOE3950008;IT-SOFC TECHNOLOGY;participant;;Avesta Sheffield Ltd;;;;;UK;Shepcote Lane;Sheffield;S9 1TR;;;;;;;;;;
36980;JOE3950002;MERCATOX;coordinator;;ENERGY RESEARCH CENTRE OF THE NETHERLANDS;;;;;NL;Westerduinweg 3;PETTEN;1755 ZG;;;;;;;;;;
36980;JOE3950002;MERCATOX;participant;;Rover Group Ltd.;;;;;UK;"Fletchamstead Highway
Canley";Coventry;CV4 7AL;;;;;;;;;;
36980;JOE3950002;MERCATOX;participant;;LOUGHBOROUGH UNIVERSITY;;;;;UK;Ashby Road;LOUGHBOROUGH;LE11 3TU;;;;;;;;;;
36980;JOE3950002;MERCATOX;participant;;INSTITUTO SUPERIOR TECNICO;;;;;PT;Avenida Rovisco Pais;LISBOA;1096;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;POLITECNICO DI TORINO;;;;;IT;Corso Duca degli Abruzzi 24;Torino;10129;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;VOLVO TECHNOLOGY (CORPORATION);;;;;SE;9,Dept.6000, PVH31;GOETEBORG;405 08;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;POLYTECHNIC OF MILAN;;;;;IT;Via Golgi, 39;MILANO;20133;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;Delta Industrie Informatik GmbH;;;;;DE;2,Schaflandstrasse;Fellbach;70736;;;;;;;;;;
35478;BRPR960355;ANNIE;coordinator;;Alenia Aerospazio Un'Azienda Finmeccanica SpA;;;;;IT;Via Saccomuro 24;Roma;131;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;Tra-Sta Srl;;;;;IT;Via Cuneo 1;Vinovo Torino;10048;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;Coeme Sistema Srl;;;;;IT;Via I Maffio 120/122;Rivalta di Torino Torino;10040;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;Siemens AG;;;;;DE;6,Otto-Hahn-Ring 6;München;81735;;;;;;;;;;
35478;BRPR960355;ANNIE;participant;;Lund University;;;;;SE;;Lund;221 00;;;;;;;;;;
31817;ENV4960201;SPARTACUS;participant;;Marcial Echenique y Compania SA;;;;;ES;99-1,C/ Nunez de Balboa;Madrid;28006;;;;;;;;;;
31817;ENV4960201;SPARTACUS;coordinator;;LT - CONSULTANTS LTD.;;;;;FI;9,Melkonkatu 9;HELSINKI;210;http://www.ltcon.fi;;;;;;;;;
31817;ENV4960201;SPARTACUS;participant;;TRT TRASPORTI E TERRITORIO SRL;;;;;IT;Piazza Arcole 4;MILANO;20143;;;;;;;;;;
31817;ENV4960201;SPARTACUS;participant;;UNIVERSITAET DORTMUND;;;;;DE;6,August-Schmidt-Strasse 6;DORTMUND;44221;;;;;;;;;;
31817;ENV4960201;SPARTACUS;participant;;Marcial Echenique and Partners Ltd.;;;;;UK;High Street 49-51;Cambridge - Trupington;CB2 2HZ;http://www.meap.co.uk/meap/ME&P.htm;;;;;;;;;
46921;BRST985372;TRACKS;participant;;POLYTECHNIC OF MILAN;;;;;IT;Piazza Leonardo da Vinci 32;MILANO;20133;http://www.elet.polimi.it;;;;;;;;;
46921;BRST985372;TRACKS;participant;;Padova Ricerche Scpa;;;;;IT;Galleria Spagna, 28;PADOVA;35127;;;;;;;;;;
46921;BRST985372;TRACKS;coordinator;;TECNOGAMMA SPA;;;;;IT;Vicolo Ongarie 13;BADOERE DI MORGANO;31050;;;;;;;;;;
46921;BRST985372;TRACKS;participant;;VITRONIC Dr Ing Stein Bilverarbeitungssysteme Gmbh;;;;;DE;14 A,Hasengartenstrasse 14 A;Wiesbaden;65189;http://www.vitronic.de/;;;;;;;;;
46921;BRST985372;TRACKS;participant;;RAIND SRL;;;;;IT;Via Ricci 17;BORGHI;47030;;;;;;;;;;
46921;BRST985372;TRACKS;participant;;Nelrow sa.;;;;;FR;Rue Lavoisier ZI. St Agathe;Florange;57192;;;;;;;;;;
46921;BRST985372;TRACKS;participant;;Friedrich-Alexander-Universität Erlangen Nürnberg;;;;;DE;Schlossplatz 4;Erlangen;91054;;;;;;;;;;
46921;BRST985372;TRACKS;participant;;AZIENDA TRASPORTI MILANESI;ATM;;;;IT;Foro Bonaparte 61;MILANO;;http://www.atm-mi.it;;;;;;;;;
46921;BRST985372;TRACKS;participant;;FERRO CARRIL METROPOLIA DE BARCELONAS .A. TRANSPORTS DE BARCELONA;;;;;ES;Calle 60 N21-23 Sector a pol. Ind. Zona Franca;BARCELONA;8040;;;;;;;;;;
31506;20544;X-CITTIC;participant;;GEC Plessey Semiconductors plc;;;;;UK;Cheney Manor;Swindon;SN2 2QW;;;;;;;;;;
31506;20544;X-CITTIC;participant;;Instituto de Engenharia de Sistemas e Computadores;;;;;PT;Rua Alves Redol 9;Lisboa;1000-029;http://www.inesc.pt;;;;;;;;;
31506;20544;X-CITTIC;coordinator;999993468;IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE;TBC;;;;UK;South Kensington Campus;LONDON;;;;;;;;;;;
31506;20544;X-CITTIC;participant;;Nimble N.V.;;;;;BE;Maaltecenter Blok G, Derbystraat 313;Gent;9051;;;;;;;;;;
31506;20544;X-CITTIC;participant;;Temic Telefunken Microelectronic Gmbh;;;;;DE;Theresienstrasse 2;Heilbronn;74072;;;;;;;;;;
31506;20544;X-CITTIC;participant;;Fraunhofer-Gesellschaft zur Förderung der Angewandten Forschung eV (FhG);;;;;DE;Nobelstraße 12;Stuttgart;70569;;;;;;;;;;
31506;20544;X-CITTIC;participant;;Mietec;;;;;BE;Westerring 15;Oudenaarde;9700;;;;;;;;;;
31506;20544;X-CITTIC;participant;;Mitel Semiconductor Limited;;;;;UK;Cheney Manor;Swindon;SN2 2QW;;;;;;;;;;
31506;20544;X-CITTIC;participant;;Temic Semiconductors Gmbh;;;;;DE;Theresienstrasse 2;Heilbronn;74072;;;;;;;;;;
44820;BRPR980656;REFILL;participant;;NATURAL ENVIRONMENT RESEARCH COUNCIL;;;;;UK;Murchison House, West Mains Roads;EDINBURGH;EH9 3LA;;;;;;;;;;
44820;BRPR980656;REFILL;participant;;INSTITUTE OF GEOLOGY AND MINERAL EXPLORATION;;;;;EL;70,Markopoulou Avenue 1st km;PAGKRATI PAIANIA;19002;;;;;;;;;;
44820;BRPR980656;REFILL;coordinator;;MINERAL INDUSTRY RESEARCH ORGANISATION;;;;;UK;6,City Square 1;LEEDS;LS1 2ES;;;;;;;;;;
44820;BRPR980656;REFILL;participant;;KOMOTINI PAPER MILL S.A.;;;;;EL;23,Propileon 23;ATHENS;11742;;;;;;;;;;
44820;BRPR980656;REFILL;participant;;Lodestone Technologies Ltd;;;;;UK;158,Monkleigh Road;Morden;SM4 4ES;;;;;;;;;;
44820;BRPR980656;REFILL;participant;;Tarmac Fleming Quarries Limited;;;;;IE;Leahill Quarry;Beara;;;;;;;;;;;
44820;BRPR980656;REFILL;participant;;Doriki S.A. Construction and Industrial Corporation;;;;;EL;10,Karaiskaki;Larissa;41222;;;;;;;;;;
44820;BRPR980656;REFILL;participant;;Yannidis Brothers S.A.;;;;;EL;45,Thessalonikis Street;Moschato;18346;;;;;;;;;;
46586;AC332;APEX;participant;;Gayton Photonics Ltd;;;;;UK;;;;;;;;;;;;;
46586;AC332;APEX;participant;;BBV Software BV;;;;;NL;;;;;;;;;;;;;
46586;AC332;APEX;participant;;Siemens AG;;;;;DE;Otto-Hahn-Ring 6;München;81739;;;;;;;;;;
46586;AC332;APEX;participant;;IMEC;;;;;BE;;;;;;;;;;;;;
46586;AC332;APEX;participant;;DELFT UNIVERSITY OF TECHNOLOGY;;;;;NL;Julianalaan 134;;;;;;;;;;;;
46586;AC332;APEX;participant;;Nederlandse Philips Bedrijven BV;;;;;NL;;;;;;;;;;;;;
46586;AC332;APEX;coordinator;;Eindhoven University of Technology;;;;;UK;Baker Stre,6 Baker Street;Gayton;NN7 3EZ;;;;;;;;;;
32309;20775;PRIMA II;coordinator;;Imperial Chemical Industries plc (ICI);;;;;UK;Wilton Materials Research Centre;Middlesbrough;TS6 8JE;;;;;;;;;;
32309;20775;PRIMA II;participant;;Edp - Electricidade de Portugal;;;;;PT;Av. Estados Unidos Da America 55;Lisboa;1700;;;;;;;;;;
32309;20775;PRIMA II;participant;;Elf Aquitaine;;;;;FR;Place De La Coupole;Paris La Defense;92078;;;;;;;;;;
32309;20775;PRIMA II;participant;;Enichem;;;;;IT;Piazza Della Repubblica 16;Milan;20124;;;;;;;;;;
35125;DE3210;PAM-AID;participant;;SRF;;;;;SE;;Goteborg;;;;;;;;;;;
35125;DE3210;PAM-AID;participant;;NCBI;;;;;IE;;Dublin;;;;;;;;;;;
35125;DE3210;PAM-AID;participant;;University of Hertfordshire;;;;;UK;"Hatfield Campus
College Lane";Hatfield;AL10 9AB;;;;;;;;;;
35125;DE3210;PAM-AID;coordinator;;ZENON SA;;;;;EL;Kanari 5, Glyka Nera, Attiki;Athens;15344;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;MINISTRY OF AGRICULTURE AND FISHERIES;;;;;DK;BÜLOWSVEJ, 27;COPENHAGEN V;1790;;;;;;;;;;
34914;FAIR950400;SALINPORK;coordinator;;THE ROYAL VETERINARY AND AGRICULTURAL UNIVERSITY;;;;;DK;BÜLOWSVEJ, 13;FREDERIKSBERG C;1870;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;University of Exeter;;;;;UK;"Lafrowda House
St German's Road";Exeter;EX4 6TL;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;FEDERATION OF DANISH PIG PRODUCERS AND SLAUGHTERHOUSES;;;;;DK;AXELTORV, 3;COPENHAGEN V;1609;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;UNIVERSITY OF UTRECHT;;;;;NL;YALELAAN, 2;UTRECHT;3584 CM;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;ANIMAL HEALTH SERVICE IN THE SOUTHERN NETHERLANDS;;;;;NL;MOLENWIJKSEWEG, 48 - P.O. BOX 4;BOXTEL;5280 AA;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;FREIE UNIVERSITÄT BERLIN;;;;;DE;RÖNTGENSTRAßE, 12;SCHWARZENBECK;21493;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;ARISTOTLE UNIVERSITY OF THESSALONIKI;;;;;EL;;THESSALONIKI;540 06;;;;;;;;;;
34914;FAIR950400;SALINPORK;participant;;THE NATIONAL VETERINARY INSTITUTE;;;;;SE;ULLS VÄG, 2 B - P.O. BOX 7073;UPPSALA;750 07;;;;;;;;;;
37703;25558;PASCALE;participant;;Atmel Es2;;;;;FR;Zone Industrielle;Rousset;13106;;;;;;;;;;
37703;25558;PASCALE;participant;;Snake Technologies;;;;;FR;Place De Chaffardiere;St Gregoire En Valdaine;38620;;;;;;;;;;
37703;25558;PASCALE;coordinator;;Stmicroelectronics S.A.;;;;;FR;Av Gallieni 7;Gentilly;94253;;;;;;;;;;
37703;25558;PASCALE;participant;;Mitel Semiconductor Limited;;;;;UK;Cheney Manor;Swindon;SN2 2QW;;;;;;;;;;
37703;25558;PASCALE;participant;;Ericsson Components Ab;;;;;SE;Isafjordsgatan 16;Stockholm;16481;;;;;;;;;;
37703;25558;PASCALE;participant;;Ciss-Consulting Integrierte Schaltungen und Software Gmbh & Co Keg;;;;;AT;Grottenhofstraße 7;Graz Neuhart;8053;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;Gravatom Engineering Systems Ltd.;;;;;UK;Claylands Road;Bishops Waltham;SO32 1BH;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;Transtech Parallel Systems Limited;;;;;UK;Hochenden Avenue;High Wycombe;HP13 5RE;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;Université de Versailles Saint-Quentin en Yvelines;;;;;FR;10-12,Avenue de l'Europe;Vélizy-Villacoublay;78140;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;ST Microelectronics s.r.l.;;;;;IT;Stradale Primosole;Catania;95121;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;Enwesa Operaciones SA;;;;;ES;3,Nuñez Morgado;Madrid;28036;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;FORWARD INDUSTRIES LTD;;;;;UK;South Marston Park, Hunts Rise;SWINDON;SN3 4TQ;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;UNIVERSITY OF SALFORD;;;;;UK;THE CRESCENT 43;SALFORD,MANCHESTER;M54WT;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;Portsmouth Technology Consultants Ltd.;;;;;UK;15,The Tanneries - Brockhampton Lane;Portsmouth - Havant;PO9 1JB;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;NATIONAL LABORATORY FOR ENGINEERING AND INDUSTRIAL TECHNOLOGY;;;;;PT;Estrada do Paco do Lumiar 22;LISBOA;1649-038;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;999017694;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS;;;;;ES;KM 22,8,Carretera de Campo Real KM 0,200;ARGANDA DEL REY;28500;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;CYBERNETIX S.A. - INGENIERIE DES SYSTEMES AUTOMATIQUES ET ROBOTIQUES;;;;;FR;Rue Albert Einstein 306, Technopole de Chateau-Gom;MARSEILLE;13382;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;Universität Fridericana Karlsruhe (Technische Hochschule);;;;;DE;10-14,Haid-und-Neu-Straße 10-14;Karlsruhe;76131;;;;;;;;;;
39960;BRRT975030;CLAWAR;participant;;KENTREE LTD.;;;;;IE;Kilbrittain;CORK;30;;;;;;;;;;
