projectRcn;projectID;projectAcronym;role;id;name;shortName;activityType;endOfParticipation;ecContribution;country;street;city;postCode;organizationUrl;vatNumber;contactForm;contactType;contactTitle;contactFirstNames;contactLastNames;contactFunction;contactTelephoneNumber;contactFaxNumber
8616;1722;SIMPR;participant;999985708;UNIVERSITEIT VAN AMSTERDAM;;HES;;;NL;ROETERSSTRAAT, 15;AMSTERDAM;1018;;;;;;;;;;
8616;1722;SIMPR;participant;;NOKIA CORPORATION;;;;;FI;, 226;HELSINKI;2101;;;;;;;;;;
8616;1722;SIMPR;participant;;CAP GEMINI INTERNATIONAL SUPPORT;;;;;NL;BURGEMEESTER ELSENLAAN, 170, 3027;RIJSWIJK;2280 GA;;;;;;;;;;
8616;1722;SIMPR;participant;;RESEARCH UNIT FOR COMPUTATIONAL LINGUISTICS;;;;;FI;VUORIKATU 5B;HELSINKI;100;;;;;;;;;;
8616;1722;SIMPR;participant;;UNIVERSITY COLLEGE DUBLIN;;;;;IE;BELFIELD;DUBLIN 4;;;;;;;;;;;
8616;1722;SIMPR;participant;;UNIVERSITY OF STRATHCLYDE;;;;;UK;16 RICHMOND STREET;GLASGOW;G1 IXQ;;;;;;;;;;
8616;1722;SIMPR;participant;;Computer Resources International;;;;;DK;Bregneroedvej 144;Birkeroed;3460;;;;;;;;;;
8616;1722;SIMPR;coordinator;;Peingown;;;;;UK;Kilmuir;Portree;IV51 9UB;;;;;;;;;;
8616;1722;SIMPR;participant;;UNIVERSIDAD CATOLICA PORTUGESA;;;;;PT;PALMA DE CIMA;LISBOA;1600;;;;;;;;;;
8616;1722;SIMPR;participant;;DUBLIN CITY UNIVERSITY;;;;;IE;;DUBLIN 9;;;;;;;;;;;
14471;R1017;IOLE;participant;;Intecs Sistemi SpA;;;;;IT;;;;;;;;;;;;;
14471;R1017;IOLE;participant;;Alcatel Standard Electrica SA;;;;;ES;;;;;;;;;;;;;
14471;R1017;IOLE;participant;;Alcatel Austria Elin RC;;;;;AT;;;;;;;;;;;;;
14471;R1017;IOLE;participant;;Alcatel Face SpA;;;;;IT;;;;;;;;;;;;;
14471;R1017;IOLE;participant;;CAP Gemini Innovation;;;;;FR;;;;;;;;;;;;;
14471;R1017;IOLE;participant;;Teknon GmbH;;;;;DE;Im Leuschnerpark 3;Griesheim;64347;;;;;;;;;;
14471;R1017;IOLE;coordinator;166376;Alcatel SEL AG;;;;;DE;Lorenzstraße 10;Stuttgart;70435;;;;;;;;;;
8605;2239;SESEFA;participant;;ERITEL;;;;;ES;PASEO DE LA CASTELLANA, 141;MADRID;28027;;;;;;;;;;
8605;2239;SESEFA;coordinator;;Prisma Informatica SpA;;;;;IT;Via Campo di Marte 4/N;Perugia;6100;;;;;;;;;;
8605;2239;SESEFA;participant;;IKOS SOFTWARE SERVICE GMBH;;;;;DE;PASCALSTRAßE 19;AACHEN;52076;;;;;;;;;;
8605;2239;SESEFA;participant;;Silogia;;;;;FR;6 avenue d'Eylau;Paris;75116;;;;;;;;;;
8605;2239;SESEFA;participant;;Università degli Studi di Firenze;;;;;IT;Via Santa Marta 3;Firenze;50129;;;;;;;;;;
1850;JOUE0027;ASOF;participant;;IMPERIAL CHEMICAL INDUSTRIES PLC;;;;;UK;Millbank Imperial Chemical House;LONDON;SW1P 3JF;;;;;;;;;;
1850;JOUE0027;ASOF;participant;;FOUNDATION FOR TECHNICAL AND INDUSTRIAL RESEARCH AT THE NORWEGIAN INSTITUTE OF TECHNOLOGY;;;;;NO;1 D,Strindveien 4;TRONDHEIM;7465;;;;;;;;;;
1850;JOUE0027;ASOF;participant;;Nederlandse Organisatie voor Toegepast Natuurwetenschappelijk Onderzoek;;;;;NL;501,Laan van Westenenk 501;Apeldoorn;7300 AH;;;;;;;;;;
1850;JOUE0027;ASOF;coordinator;;Asea Brown Boveri AG;;;;;DE;Eppelheimer Straße 82;Heidelberg;69123;;;;;;;;;;
1850;JOUE0027;ASOF;participant;;British Gas plc;;;;;UK;152 Grosvenor Road;London;SW1V 3JL;;;;;;;;;;
1850;JOUE0027;ASOF;participant;;RISOE NATIONAL LABORATORY;;;;;DK;Frederiksborgvej 399;ROSKILDE;;;;;;;;;;;
4698;FI2T0025;INGRID;participant;;United Kingdom Atomic Energy Authority (UKAEA);;;;;UK;Harwell Laboratory;Didcot;OX11 0RA;;;;;;;;;;
4698;FI2T0025;INGRID;participant;;BELGIAN NUCLEAR RESEARCH CENTRE;;;;;BE;200,Herrmann Debrouxlaan 40-42;BRUXELLES;1160;;;;;;;;;;
4698;FI2T0025;INGRID;participant;;Centre de Recherches Scientifiques etTechniques de l'Industrie des Fabrications Métalliques - CRIF/WTCM;;;;;BE;50,Avenue Franklin Roosevelt;Bruxelles;1050;;;;;;;;;;
4698;FI2T0025;INGRID;participant;;Forschungszentrum Karlsruhe Technik und Umwelt GmbH;;;;;DE;;Karlsruhe;76021;;;;;;;;;;
4698;FI2T0025;INGRID;participant;;RISOE NATIONAL LABORATORY;;;;;DK;Frederiksborgvej 399;ROSKILDE;4000;;;;;;;;;;
4698;FI2T0025;INGRID;participant;;UNIVERSITAET HANNOVER;;;;;DE;Appelstrasse 11A;HANNOVER;30167;;;;;;;;;;
4698;FI2T0025;INGRID;participant;999985417;UNIVERSITY OF NEWCASTLE UPON TYNE;;HES;;;UK;Herschel Building;NEWCASTLE UPON TYNE;NE1 7RU;;;;;;;;;;
4698;FI2T0025;INGRID;coordinator;;British Nuclear Fuels plc (BNFL);;;;;UK;Sellafield;Seascale;CA20 1PG;;;;;;;;;;
2988;FI2W0017;EVEREST;participant;;NATIONAL RADIOACTIVE WASTE MANAGEMENT AGENCY OF FRANCE;;;;;FR;Rue Jean Monnet 1-7;CHATENAY MALABRY;92298;;;;;;;;;;
2988;FI2W0017;EVEREST;coordinator;;Commissariat à l'Energie Atomique (CEA);;;;;FR;Centre d'Etudes de Fontenay-aux-Roses;Fontenay-aux-Roses;92265;;;;;;;;;;
2988;FI2W0017;EVEREST;participant;;BELGIAN NUCLEAR RESEARCH CENTRE;;;;;BE;200,Herrmann Debrouxlaan 40-42;BRUXELLES;1160;;;;;;;;;;
2988;FI2W0017;EVEREST;participant;;Netherlands Energy Research Foundation;;;;;NL;3,Westerduinweg;Petten;1755 LE;;;;;;;;;;
2988;FI2W0017;EVEREST;participant;;GESELLSCHAFT FUER ANLAGEN- UND REAKTORSICHERHEIT (GRS) MBH;;;;;DE;Schwertnergasse 1;KOELN;50667;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Macaulay Land Use Research Institute;;;;;UK;Craigiebuckler;Aberdeen;AB9 2QJ;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Swedish Environmental Research Institute;;;;;SE;Dagjamningsgaten 1 47086;GOETEBORG;40258;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Senter for Industriforskning;;;;;NO;Forskningsveien 1;OSLO;1330;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Norvegian Institute for Water Research;;;;;NO;Korsvoll  69;OSLO;808;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;UNIVERSITY OF LANCASTER;;;;;UK;Bailrigg;LANCASTER /HIGH BANTHAM;LA1 4YQ;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Royal Institute of Technology;;;;;SE;;STOCKHOLM;10044;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Universität Hohenheim;;;;;DE;Emil-Wolff-Straße 27;Stuttgart;70593;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Institut National de la Recherche Agronomique (INRA);;;;;FR;"Centre de Recherche de Nancy
Champenoux";Seichamps;54280;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Universite de Liege;;;;;BE;Sart Tilman B22;LIEGE;4000;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Universidad Autonoma de Barcelona;;;;;ES;;BELLATERRA;8193;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Université de Strasbourg I (Université Louis Pasteur);;;;;FR;3 rue de l'Argonne;Strasbourg;67083;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Swedish University of Agricultural Sciences;;;;;SE;Skogshogskolan;Umea;90183;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;University of Wales, Cardiff;;;;;UK;;Cardiff;CF1 1XL;;;;;;;;;;
3624;STEP0113;ENCORE;coordinator;;NATURAL ENVIRONMENT RESEARCH COUNCIL;;;;;UK;North Star Avenue, Polaris House;SWINDON;SN2 1EU;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;Justus-Liebig-Universität Giessen;;;;;DE;Heinrich-Buff-Ring 38;Giessen;35392;http://www.uni-giessen.de;;;;;;;;;
3624;STEP0113;ENCORE;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Rue Notre Dame des Pauvres 17;Vandoeuvre-les-Nancy;54501;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;UNIVERSITAET BAYREUTH;;;;;DE;Universitätsstrasse 30;Bayreuth;95440;;;;;;;;;;
3624;STEP0113;ENCORE;participant;;GEORG-AUGUST-UNIVERSITY GOETTINGEN;;;;;DE;Buesgenweg 2;GOETTINGEN;37077;;;;;;;;;;
8703;1732;HYPERDOCSY;participant;;Alcatel Alsthom Recherche;;;;;FR;Route de Nozay;Marcoussis;91460;;;;;;;;;;
8703;1732;HYPERDOCSY;participant;;COMPUTER RESOURCES INTERNATIONAL;;;;;DK;BREGNEROEDVEJ, 144;BIRKEROED;3460;;;;;;;;;;
8703;1732;HYPERDOCSY;coordinator;;OC CONSULTING ENGINEERS AND PLANNERS;;;;;DK;HOVEDGADEN, 2;BIRKEROD;3460;;;;;;;;;;
8703;1732;HYPERDOCSY;participant;;Logimatic;;;;;DK;Sofiendalsvej 9;Aalborg;9200;;;;;;;;;;
8703;1732;HYPERDOCSY;participant;;SIEMENS SI;;;;;DE;LANDSHUTERSTRAßE 26;UNTERSCHLEISSHEIM;85716;;;;;;;;;;
8703;1732;HYPERDOCSY;participant;;Université de Clermont-Ferrand II (Université Blaise Pascal);;;;;FR;34 avenue Carnot;Clermont-Ferrand;63037;;;;;;;;;;
8703;1732;HYPERDOCSY;participant;;Dassault Électronique;;;;;FR;55 Quai Marcel Dassault;Saint-Cloud;92214;;;;;;;;;;
8233;3049;NERVES;participant;;ST PATRICK'S COLLEGE;;;;;IE;DRUMCONDRA;DUBLIN 9;X;;;;;;;;;;
8233;3049;NERVES;participant;;CENTRE SUISSE D'ELECTR.& MICROTECHNIQUE;;;;;CH;MALADIERE, 71;NEUCHATEL;2007;;;;;;;;;;
8233;3049;NERVES;participant;;UNIVERSITÄT STUTTGART;;;;;DE;ALLMANDRING 30A;STUTTGART;70569;;;;;;;;;;
8233;3049;NERVES;participant;;ECOLE POLYTECHNIQUE DE LAUSANNE;;;;;CH;AVENUE DE COUR, 37;LAUSANNE;1007;;;;;;;;;;
8233;3049;NERVES;participant;;UNIVERSITE CATHOLIQUE DE LOUVAIN;;;;;BE;PL.DE L'UNIVERSITE, 1;LOUVAIN-LA-NEUVE;1348;;;;;;;;;;
8233;3049;NERVES;participant;;POLITECNICO DI TORINO;POLITO;;;;IT;CORSO DUCA DEGLI ABRUZZI 24;TORINO;10129;;;;;;;;;;
8233;3049;NERVES;participant;;Université de Grenoble I (Université Joseph Fourier);;;;;FR;385 avenue de la Bibliothèque;Grenoble;38041;;;;;;;;;;
8233;3049;NERVES;coordinator;108214;INSTITUT NATIONAL POLYTECHNIQUE DE GRENOBLE;;;;;FR;46 avenue Félix Viallet;Grenoble;38031;;;;;;;;;;
8233;3049;NERVES;participant;;Universität Dortmund;;;;;DE;Emil-Figge-Straße 74;Dortmund;44221;;;;;;;;;;
16927;V1048;DOMINC;participant;;Technische Universität Hamburg-Harburg;;;;;DE;Schloßmühlendamm 32;Hamburg;21073;;;;;;;;;;
16927;V1048;DOMINC;participant;;GIE-REGIENOV;;;;;FR;;;;;;;;;;;;;
16927;V1048;DOMINC;participant;;Mannesmann Kienzle GmbH;;;;;DE;Heinrich-Hertz-Straße 45;Villingen-Schwenningen;78052;;;;;;;;;;
16927;V1048;DOMINC;participant;;Mizar SpA;;;;;IT;;;;;;;;;;;;;
16927;V1048;DOMINC;coordinator;;Centro Studi sui Sistemi di Trasporto SpA (CSST);;;;;IT;;;;;;;;;;;;;
16927;V1048;DOMINC;participant;;Steierwald Schönharting und Partner GmbH;;;;;DE;Heßbrühlstraße 21;Stuttgart;70565;;;;;;;;;;
16927;V1048;DOMINC;participant;;BMW BAYERISCHE MOTOREN WERKE AG;;;;;DE;Petuelring 130 BMW Haus;MUENCHEN;80788;;;;;;;;;;
16927;V1048;DOMINC;participant;;VOLKSWAGEN AG;;;;;DE;;WOLFSBURG;38440;http://www.renew-fuel.com/home.php;;;;;;;;;
16927;V1048;DOMINC;participant;;Heusch-Boesefeldt GmbH;;;;;DE;Kleine Johannisstraße 9;Hamburg;20457;;;;;;;;;;
16927;V1048;DOMINC;participant;;Daimler-Benz AG;;;;;DE;Mercedesstraße 136;Stuttgart;70327;;;;;;;;;;
8623;2144;IT-USE;participant;;SCAITECH A/S;;;;;DK;HAVEGAERDET 1;LYNGBY;2800;;;;;;;;;;
8623;2144;IT-USE;coordinator;;IRISH MEDICAL SYSTEMS;;;;;IE;BLACKROCK CLINIC, BLACKROCK;CO DUBLIN;;;;;;;;;;;
8623;2144;IT-USE;participant;;HANDELSHOJSKOLEN I KOBENHAVN (COPENHAGEN BUSINESS SCHOOL);;;;;DK;JULIUS THOMSENS PLADS 10;FREDERIKSBERG;1925;;;;;;;;;;
8623;2144;IT-USE;participant;;DATACENTRALEN AF 1959;;;;;DK;RETORTVEJ 6 - 8;VALBY;2500;;;;;;;;;;
8623;2144;IT-USE;participant;;FutureMedia Ltd;;;;;UK;44a Aldwick Road;Bognor Regis;PO21 2PN;;;;;;;;;;
8623;2144;IT-USE;participant;;MEMORY COMPUTER;;;;;IE;31 ADELAIDE ROAD;DUBLIN 2;;;;;;;;;;;
8623;2144;IT-USE;participant;;RIJKSUNIVERSITEIT GRONINGEN;;;;;NL;ZERNIKE PARK 2  - ZERNIKE SCIENCE PARK CENTRE;GRONINGEN;9747 AN;;;;;;;;;;
8623;2144;IT-USE;participant;;WORK RESEARCH CENTRE;;;;;IE;NORTHUMBERLAND ROAD 22;DUBLIN 4;;;;;;;;;;;
8232;3030;ACQUILEX;coordinator;166558;UNIVERSITA DEGLI STUDI DI PISA;;HES;;;IT;Via Risorgimento 9;Pisa;56126;;;;;;;;;;
8232;3030;ACQUILEX;participant;;UNIVERSITY COLLEGE DUBLIN;;;;;IE;BELFIELD;DUBLIN 4;;;;;;;;;;;
8232;3030;ACQUILEX;participant;999985708;UNIVERSITEIT VAN AMSTERDAM;;HES;;;NL;SPUISTRAAT 210;AMSTERDAM;1012 VT;;;;;;;;;;
8232;3030;ACQUILEX;participant;;Cambridge University Press;;;;;UK;Shaftesbury Road,;Cambridge;CB2 2RU;;;;;;;;;;
8232;3030;ACQUILEX;participant;;University of Cambridge;;;;;UK;"New Museums Site
Pembroke Street";Cambridge;CB2 3QG;;;;;;;;;;
8232;3030;ACQUILEX;participant;999979500;Consiglio Nazionale delle Ricerche (CNR);;;;;IT;Via della Faggiola 32;Pisa;56100;;;;;;;;;;
8232;3030;ACQUILEX;participant;999976202;UNIVERSITAT POLITECNICA DE CATALUNYA;;HES;;;ES;C/PAU GARGALLO, APARTADO 30002, 5;BARCELONA;8028;;;;;;;;;;
8704;5660;PECOS;participant;17760;UNIVERSITAT POLITECNICA DE MADRID;;HES;;;ES;CAMPUS DE MONTEGANCEDO;MADRID;28660;;;;;;;;;;
8704;5660;PECOS;participant;;THE BABBAGE INSTITUTE FOR KNOWLEDGE AND INFORMATION TECHNOLOGY;;;;;BE;Plateaustraat 22;Gent;9000;;;;;;;;;;
8704;5660;PECOS;participant;;Emmepi;;;;;IT;Via S. Sofia 377;Milano;20122;;;;;;;;;;
8704;5660;PECOS;participant;;INDUSTRIAS DE TELECOMUNICATIONES;;;;;ES;TELEMACO, 5;MADRID;28027;;;;;;;;;;
8704;5660;PECOS;participant;;Lombardia Informatica SpA;;;;;IT;Via Frigia 27;Milano;20126;;;;;;;;;;
8704;5660;PECOS;coordinator;;Artificial Intelligence Software SpA;;;;;IT;Via Rombon 11;Milano;20134;;;;;;;;;;
