projectRcn;projectID;projectAcronym;role;id;name;shortName;activityType;endOfParticipation;ecContribution;country;street;city;postCode;organizationUrl;vatNumber;contactForm;contactType;contactTitle;contactFirstNames;contactLastNames;contactFunction;contactTelephoneNumber;contactFaxNumber
5879;BIO2930075;ESSA;coordinator;;JOHN INNES CENTRE;John Innes Centre;;;;UK;Norwich Research Park, Colney;NORWICH;;http://www.jic.bbsrc.ac.uk;;;;;;;;;
5879;BIO2930075;ESSA;participant;;Universiteit Gent;;;;;BE;35,K.L. Ledeganckstraat 35;Gent;9000;;;;;;;;;;
5879;BIO2930075;ESSA;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Rue de Général Zimmer 12;STRASBOURG;67084;;;;;;;;;;
5879;BIO2930075;ESSA;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Avenue de la Terrasse 1Bètiment 23;GIF SUR YVETTE;91190;;;;;;;;;;
5879;BIO2930075;ESSA;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Chemin de Borde-Rouge INRA;AUREVILLE;31326;;;;;;;;;;
5879;BIO2930075;ESSA;participant;999997930;Centre National de la Recherche Scientifique;;;;;FR;Avenue de Villeneuve;Perpignan;66860;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;Consejo Superior de Investigaciones Cientòficas;;;;;ES;18-26,Jordi Girona;Barcelona;8034;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;AGRICULTURAL RESEARCH DEPARTMENT;;;;;NL;1,Droevendaalsesteeg 1;Wageningen;6700 AA;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;KEYGENE NV;;;;;NL;90, 90 Agro business Park;WAGENINGEN;6700 AE;;;;;;;;;;
5879;BIO2930075;ESSA;participant;208173;MAX-PLANCK-GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.;;;;;DE;Carl-von-Linné-Weg 10;KOELN;50829;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;UTRECHT UNIVERSITY;;;;;NL;8,Padualaan 8;UTRECHT;3584 CH;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;University of East Anglia;;;;;UK;University Plain;Norwich;NR4 7TJ;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;Université de Grenoble I (Université Joseph Fourier);;;;;FR;460 rue de la Piscine;Grenoble;38041;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;Université de Paris XI (Université Paris-Sud);;;;;FR;Centre d'Orsay;Orsay;91405;;;;;;;;;;
5879;BIO2930075;ESSA;participant;;Eberhard-Karls-Universität Tübingen;;;;;DE;Auf der Morgenstelle 28;Tübingen;72076;;;;;;;;;;
21486;EV5V0355;MOANA;participant;;FINNISH METEOROLOGICAL INSTITUTE;;;;;FI;Taehtelaentie 71;Sodankylae;99600;;;;;;;;;;
21486;EV5V0355;MOANA;coordinator;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Panciatichi 64;FIRENZE;50127;;;;;;;;;;
21486;EV5V0355;MOANA;participant;;FREIE UNIVERSITAET BERLIN;;;;;DE;Arnimallee 14;BERLIN;14195;;;;;;;;;;
21486;EV5V0355;MOANA;participant;;OBSERVATOIRE CANTONAL DE NEUCHATEL;;;;;CH;Avenue de l'Observatoire 58;NEUCHATEL;2000;;;;;;;;;;
21486;EV5V0355;MOANA;participant;;UNIVERSITE CLAUDE BERNARD LYON 1;;;;;FR;Boulevard du 11 Novembre 1918;Villeurbanne;69622;;;;;;;;;;
21486;EV5V0355;MOANA;participant;;Università degli Studi dell'Aquila;;;;;IT;Via Vetoio 10;Coppito l'Aquila;67010;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;;UNIVERSITY COLLEGE DUBLIN;;;;;IE;Stillorgan Road Belfield;Dublin;4;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;999997930;Centre National de la Recherche Scientifique;;;;;FR;;Vernaison;69390;;;;;;;;;;
25204;CHRX930158;OPTMO;coordinator;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via E. Bassini 15;MILANO;20133;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;999017694;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS;;;;;ES;3,Juan de la Cierva 3;MADRID;28006;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;;NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS;;;;;EL;Panepistimioupolis, Zografou;ZOGRAPHOS, ATHENS;15771;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;;THE QUEEN'S UNIVERSITY OF BELFAST;;;;;UK;Stranmillis Road;BELFAST;BT9 5AG;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;;ALBERT-LUDWIGS-UNIVERSITAET FREIBURG;;;;;DE;Stefan Meier Strasse 21;FREIBURG (IN BREISGAU);79104;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;;UNIVERSITAET KONSTANZ;;;;;DE;Universitaetstrasse 10;KONSTANZ;78457;;;;;;;;;;
25204;CHRX930158;OPTMO;participant;;National University of Ireland - Maynooth;;;;;IE;;Maynooth, Co. Kildare;47;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS;;;;;EL;33,Panepistimioupolis 33, Building Physics V, Univers;ZOGRAPHOS, ATHENS;15784;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;Aristotle University of Thessaloniki;;;;;EL;University Campus;Thessaloniki;54006;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;CONSORZIO INTERUNIVERSITARIO PER LA GESTIONE DEL CENTRO DI CALCOLO ELETTRONICO DELL'ITALIA NORD ORIENTALE;;;;;IT;Via Magnanelli 6/3;CANTAGALLO;;http://www.cineca.it;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;999997930;Centre National de la Recherche Scientifique;;;;;FR;14 avenue Edouard Belin;Toulouse;31400;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;coordinator;999979500;CONSIGLIO NAZIONALE DELLE RICERCHE;;;;;IT;Via Emilia Est 770;Modena;41100;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;Dansk Hydraulisk Institut;;;;;DK;5,Agern Allé;Hørsholm;2970;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;Istituto Universitario Navale;;;;;IT;Via Acton 38;Napoli;80133;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;ISTITUTO NAZIONALE DI OCEANOGRAFIA E DI GEOFISICA SPERIMENTALE;TBC;;;;IT;Borgo Grotta Gigante 42/C;SGONICO-TRIESTE;;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;Universität Bremen;;;;;DE;;Bremen;28334;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;University of Edinburgh;;;;;UK;Mayfield Road;Edinburgh;EH9 3JZ;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;Université de Liège;;;;;BE;Sart Tilman;Sart-Tilman - Liège;4000;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;Water Quality Institute;;;;;DK;5,Agern Allé 5;Hørsholm;2970;;;;;;;;;;
7646;MAS20055;MERMAIDS-II;participant;;NERC Centre of Coastal and Marine Sciences;;;;;UK;"Prospect Place
West Hoe";Plymouth;PL1 3DH;;;;;;;;;;
25105;CHRX920068;SUPNET;participant;;Universität Karlsruhe (Technische Hochschule);;;;;DE;Engesserstraße 7;Karlsruhe;76131;;;;;;;;;;
25105;CHRX920068;SUPNET;participant;;Technische Universiteit Delft;;;;;NL;1,Lorentzweg 1;Delft;2600 GA;;;;;;;;;;
25105;CHRX920068;SUPNET;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Avenue des Martyrs 25;GRENOBLE;38042;;;;;;;;;;
25105;CHRX920068;SUPNET;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Cineto Romano 42;ROMA;156;;;;;;;;;;
25105;CHRX920068;SUPNET;participant;;UNIVERSITE DE NEUCHATEL;;;;;CH;1,A.-L. Breguet 1;NEUCHATEL;2000;;;;;;;;;;
25105;CHRX920068;SUPNET;coordinator;;UNIVERSITÀ DEGLI STUDI DI ROMA TOR VERGATA;;;;;IT;Via della Ricerca Scientifica, 1 Edificio Sogene;ROMA;133;;;;;;;;;;
25105;CHRX920068;SUPNET;participant;;Eberhard-Karls-Universität Tübingen;;;;;DE;Morgenstelle 14;Tübingen;72076;;;;;;;;;;
25607;CHRX940625;MAVI;participant;;Universiteit Gent;;;;;BE;41,Sint-Pietersnieuwstraat;Gent;9000;;;;;;;;;;
25607;CHRX940625;MAVI;participant;999979500;CONSIGLIO NAZIONALE DELLE RICERCHE;;;;;IT;Strada delle Cacce 91;Torino;10135;;;;;;;;;;
25607;CHRX940625;MAVI;participant;;Association pour la Recherche et le Développement de Méthodes et Processus Industriels (ARMINES);;;;;FR;35 rue Saint-Honoré;Fontainebleau;77305;;;;;;;;;;
25607;CHRX940625;MAVI;participant;;Ecole Polytechnique Fédérale de Lausanne;;;;;CH;;Lausanne;1015;;;;;;;;;;
25607;CHRX940625;MAVI;coordinator;999991334;KATHOLIEKE UNIVERSITEIT LEUVEN;;;;;BE;94,Kardinaal Mercierlaan 94;HEVERLEE;3001;;;;;;;;;;
25607;CHRX940625;MAVI;participant;;Tampere University of Technology;;;;;FI;;Tampere;33101;;;;;;;;;;
25607;CHRX940625;MAVI;participant;;UNIVERSITA DEGLI STUDI DI PADOVA;;;;;IT;Via Gradenigo 6 A;PADOVA;35131;;;;;;;;;;
25607;CHRX940625;MAVI;participant;;UNIVERSITAT POLITECNICA DE CATALUNYA;UPC;;;;ES;Jordi Girona 31;BARCELONA;;http://www.upc.es;;;;;;;;;
25607;CHRX940625;MAVI;participant;;Aristotle University of Thessaloniki;;;;;EL;;Thessaloniki;54006;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;LEIDEN UNIVERSITY;;;;;NL;2,Niels Bohrweg 2, Huygens Laboratorium;LEIDEN;2300 RA;;;;;;;;;;
25776;CHRX940627;DENIS;participant;999979500;CONSIGLIO NAZIONALE DELLE RICERCHE;;;;;IT;Via Enrico Fermi 23;Frascati Roma;44;;;;;;;;;;
25776;CHRX940627;DENIS;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Boulevard Arago 98 bis;PARIS;75014;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;INSTITUTO DE ASTROFÍSICA DE CANARIAS;;;;;ES;Via Lactea, s/n;LA LAGUNA;38205;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;Landessternwarte Heidelberg Königstuhl;;;;;DE;;Heidelberg;6900;;;;;;;;;;
25776;CHRX940627;DENIS;coordinator;;OBSERVATOIRE DE PARIS-MEUDON;;;;;FR;Place Jules Janssen 5;MEUDON;92195;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;Space Research Organization of the Netherlands;;;;;NL;;Groningen;9700 AV;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;UNIVERSITE CLAUDE BERNARD LYON 1;;;;;FR;Avenue Charles Andre 9;SAINT-GENIS-LAVAL;69561;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;Leopold-Franzens-Universität Innsbruck;;;;;AT;25,Technikerstrasse;Innsbruck;6020;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;UNIVERSITE JOSEPH FOURIER - GRENOBLE 1;;;;;FR;Avenue Centrale, Domaine Universitaire CERMO;Grenoble;38041;;;;;;;;;;
25776;CHRX940627;DENIS;participant;;UNIVERSITE DE PARIS-SUD XI;;;;;FR;Universite Paris-Sud, batiment 121;ORSAY;91405;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;City University;;;;;UK;Northampton Square;London;EC1V 0HB;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;Vrije Universiteit Amsterdam;;;;;NL;1081 A,De Boelelaan 1081 A;Amsterdam;1081 HV;;;;;;;;;;
25755;CHRX940577;OLOS;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via G. Moruzzi 1;PISA;56124;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;HUMAN RELIABILITY ASSOCIATES LTD;;;;;UK;1,School House 1, Higher Lane;DALTON;WN8 7RP;;;;;;;;;;
25755;CHRX940577;OLOS;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;AVENUE DU COLONEL ROCHE,7;TOULOUSE;31077;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;Ente per le Nuove Tecnologie l'Energia e l'Ambiente (ENEA);;;;;IT;Via Anguillarese 301;Santa Maria di Galeria Roma;60;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;Österreichisches Forschungszentrum Seibersdorf GmbH;;;;;AT;;Seibersdorf;2444;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;Technischer Überwachungsverein Norddeutschland eV;;;;;DE;Große Bahnstraße 31;Hamburg;22525;;;;;;;;;;
25755;CHRX940577;OLOS;coordinator;;University of Edinburgh;;;;;UK;Mayfield Road;Edinburgh;EH9 3JZ;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;"UNIVERSITY OF ROME ""LA SAPIENZA""";;;;;IT;Via Eudossiana, 18;ROMA;184;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;Università degli Studi di Siena;;;;;IT;Via Roma 47;Siena;53100;;;;;;;;;;
25755;CHRX940577;OLOS;participant;;Universität Karlsruhe (Technische Hochschule);;;;;DE;12,Kaiserstrasse 12;Karlsruhe;76128;;;;;;;;;;
25692;CHRX940442;CARENET;coordinator;;UTRECHT UNIVERSITY;;;;;NL;8,Padualaan 8;UTRECHT;3584 CH;;;;;;;;;;
25692;CHRX940442;CARENET;participant;;CARLSBERG LABORATORY;;;;;DK;10,Gamle Carlsberg Vej 10;VALBY;2500;;;;;;;;;;
25692;CHRX940442;CARENET;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Université des Sciences et Technologies de Lille,;VILLENEUVE D'ASCQ;59655;;;;;;;;;;
25692;CHRX940442;CARENET;participant;999017694;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS;;;;;ES;3,Juan de la Cierva 3;MADRID;28071;;;;;;;;;;
25692;CHRX940442;CARENET;participant;;Institut National de la Recherche Agronomique (INRA);;;;;FR;Rue de la Géraudière;Nantes;44026;;;;;;;;;;
25692;CHRX940442;CARENET;participant;;THE SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES;;;;;SE;Arrheniusplan 8;UPPSALA;750 07;;;;;;;;;;
25692;CHRX940442;CARENET;participant;;UNIVERSITY OF HAMBURG;;;;;DE;Martin-Luther-King-Platz 6;HAMBURG;20146;;;;;;;;;;
25692;CHRX940442;CARENET;participant;;UNIVERSITAET KONSTANZ;;;;;DE;Universitaetstrasse 10;KONSTANZ;78457;;;;;;;;;;
25692;CHRX940442;CARENET;participant;;"ISTITUTO SCIENTIFICO DI CHIMICA E BIOCHIMICA ""G.RONZONI""";;;;;IT;Via Giuseppe Colombo 81;MILANO;20133;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;Vrije Universiteit Amsterdam;;;;;NL;1081 A,De Boelelaan 1081 A;Amsterdam;1081 HV;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;UTRECHT UNIVERSITY;;;;;NL;6,Budapestlaan;UTRECHT;3508 TA;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;68942;Gesellschaft fur Mathematik und Datenverarbeitung mbH;;;;;DE;Schloß Birlinghoven;Sankt Augustin;53757;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;Institut National de Recherches en Informatique et en Automatique (INRIA);;;;;FR;"Campus Universitaire de Beaulieu
Avenue du Général Leclerc";Rennes;35042;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;170464;INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE - INRIA;;;;;FR;Route des Lucioles 2004;SOPHIA ANTIPOLIS;6902;;;;;;;;;;
25471;CHRX930406;EXPRESS;coordinator;;Stichting Mathematisch Centrum - Centrum voor Wiskunde en Informatica;;;;;NL;413,Kruislaan;Amsterdam;1098 SJ;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;Swedish Institute of Computer Science;;;;;SE;;Kista;164 29;http://www.sics.se/;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;Universiteit van Amsterdam;;;;;NL;403,Kruislaan;Amsterdam;1098 SJ;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;UNIVERSITY OF GENOVA;;;;;IT;35,Via Dodecaneso 35;GENOVA;16146;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;Universität Hildesheim;;;;;DE;Marienburger Platz 22;Hildesheim;31141;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;Università degli Studi di Roma La Sapienza;;;;;IT;Via Salaria 113-116;Roma;198;;;;;;;;;;
25471;CHRX930406;EXPRESS;participant;;University of Sussex;;;;;UK;"Sussex House
Falmer";Brighton;BN1 9RH;http://astronomy.sussex.ac.uk/~laurav/acbar/;;;;;;;;;
25764;CHRX940536;SHELLS;coordinator;;Institut National de Recherches en Informatique et en Automatique (INRIA);;;;;FR;"Domaine de Voluceau
Rocquencourt";Le Chesnay;78153;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Ferrata 1;PAVIA;27100;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;;Universidade de Lisboa;;;;;PT;2,Av. Prof. Gama Pinto;Lisboa;1700;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;;Universidade de Coimbra;;;;;PT;Largo D. Dinis;Coimbra;3000;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;;Universidad de Màlaga;;;;;ES;Campus Universitario de Teatinos;Málaga;29080;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;;UNIVERSITE PIERRE ET MARIE CURIE - PARIS VI;;;;;FR;rue du Chevaleret 175;PARIS;75013;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;;Universidade de Santiago de Compostela;;;;;ES;;Santiago de Compostela;15706;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;;UNIVERSITAET STUTTGART;;;;;DE;Pfaffenwaldring 57;STUTTGART;70569;;;;;;;;;;
25764;CHRX940536;SHELLS;participant;;Ruhr-Universität Bochum;;;;;DE;150,Universitätsstrasse 150;Bochum;44780;;;;;;;;;;
27148;EV5V0488;REDEEM;participant;999017694;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS;;;;;ES;1,Profesor Albareda 1;GRANADA;18008;;;;;;;;;;
27148;EV5V0488;REDEEM;participant;;FORESTRY COMMISSION RESEARCH AGENCY;;;;;UK;Northern Research Station;ROSLIN-MIDLOTHIAN;EH25 9SY;;;;;;;;;;
27148;EV5V0488;REDEEM;participant;;TECHNICAL UNIVERSITY OF MUNICH;;;;;DE;Alte Akademie 12;FREISING;85350;;;;;;;;;;
27148;EV5V0488;REDEEM;coordinator;;University of Kent at Canterbury;;;;;UK;;Canterbury;CT2 7NJ;;;;;;;;;;
21484;EV5V0352;ARIAS;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Del Fosso Del Cavaliere 100;ROMA;133;;;;;;;;;;
21484;EV5V0352;ARIAS;participant;208173;MAX-PLANCK-GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.;;;;;DE;Johann Joachim-Becher-Weg 27;MAINZ;55020;;;;;;;;;;
21484;EV5V0352;ARIAS;coordinator;;JOHANNES GUTENBERG UNIVERSITAET MAINZ;;;;;DE;Becherweg 21;MAINZ;55099;;;;;;;;;;
27044;EV5V0359;SAFIRE;participant;;QUEEN MARY AND WESTFIELD COLLEGE - UNIVERSITY OF LONDON;;;;;UK;Mile End Road;London;E1 4NS;;;;;;;;;;
27044;EV5V0359;SAFIRE;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Panciatichi 64;FIRENZE;50127;;;;;;;;;;
27044;EV5V0359;SAFIRE;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Complexe scientifique de Rangueil;TOULOUSE;31077;;;;;;;;;;
27044;EV5V0359;SAFIRE;coordinator;;COUNCIL FOR THE CENTRAL LABORATORY OF THE RESEARCH COUNCILS;;;;;UK;Rutherford Appleton Laboratory;DIDCOT,HARWELL,CHILTON;OX11 0QX;;;;;;;;;;
27159;EV5V0502;FOREST-DYNAMO;participant;;Danmarks Tekniske Universitet;;;;;DK;348,Bygning 348;Lyngby;2800;;;;;;;;;;
27159;EV5V0502;FOREST-DYNAMO;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Panciatichi 64;FIRENZE;50127;;;;;;;;;;
27159;EV5V0502;FOREST-DYNAMO;participant;999997930;Centre National de la Recherche Scientifique (CNRS);;;;;FR;14 avenue Edouard Belin;Toulouse;31400;;;;;;;;;;
27159;EV5V0502;FOREST-DYNAMO;participant;;UNIVERSITY OF COPENHAGEN;;;;;DK;10,Oester Voldgade 10;KOEBENHAVN K/COPENHAEGEN;1350;;;;;;;;;;
27159;EV5V0502;FOREST-DYNAMO;coordinator;;VRIJE UNIVERSITEIT AMSTERDAM - VERENIGING VOOR CHRISTELIJK WETENSCHAPPELIJK ONDERWIJS;;;;;NL;1085,De Boelelaan 1085;AMSTERDAM;1081 HV;;;;;;;;;;
27159;EV5V0502;FOREST-DYNAMO;participant;;Landbouwuniversiteit Wageningen;;;;;NL;11,Nieuwe Kanaal;Wageningen;6709 PA;;;;;;;;;;
17995;EV5V0330;AARGA;participant;;BELGIAN INSTITUTE FOR SPACE AERONOMY;;;;;BE;3,Ringlaan 3;BRUXELLES;1180;;;;;;;;;;
17995;EV5V0330;AARGA;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;Ecole Polytechnique;PALAISEAU;91128;;;;;;;;;;
17995;EV5V0330;AARGA;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;;;;;FR;UER de Physique Fondamentale Université de Lille;VILLENEUVE D'ASCQ;59655;;;;;;;;;;
17995;EV5V0330;AARGA;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Fosso del Cavaliere 100;ROMA;133;;;;;;;;;;
17995;EV5V0330;AARGA;coordinator;208173;MAX-PLANCK-GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.;;;;;DE;Saupfeicheckweg 1;HEIDELBERG;69117;;;;;;;;;;
27187;EV5V0548;ERA;participant;196844;NATIONAL RESEARCH COUNCIL OF ITALY;;;;;IT;Via Panciatichi 64;FIRENZE;50127;;;;;;;;;;
27187;EV5V0548;ERA;coordinator;;BIRKBECK COLLEGE;;;;;UK;MALET STREET;LONDON;WC1E 7HX;;;;;;;;;;
27187;EV5V0548;ERA;participant;;FOUNDATION FOR FUNDAMENTAL RESEARCH ON MATTER;;;;;NL;407,Kruislaan 407;AMSTERDAM;1098 AJ;;;;;;;;;;
22483;BRE20590;MODSYSS;participant;;Société Nationale d'Études et de Construction de Moteurs d'Aviation (SNECMA);;;;;FR;2 boulevard du Général Martial Valin;Paris;75724;;;;;;;;;;
22483;BRE20590;MODSYSS;participant;;LABEIN;;;;;ES;CUESTA DE OLABEAGA 16;BILBAO;48013;;;;;;;;;;
22483;BRE20590;MODSYSS;coordinator;;SAMTECH SA;;;;;BE;BOULEVARD FRERE ORBAN,25;LIEGE;4000;;;;;;;;;;
22483;BRE20590;MODSYSS;participant;;Université de Paris VI (Université Pierre et Marie Curie);;;;;FR;"Tour 66
4 place Jussieu";Paris;75252;;;;;;;;;;
22483;BRE20590;MODSYSS;participant;;UNIV LIEGE;;;;;BE;RUE E. SOLVAY 21;LIEGE;4000;;;;;;;;;;
